,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats
498,22,9000,2,2,1,21.5,1197.0,81.8,5
499,14,70000,3,2,1,19.3,1248.0,73.9,5
500,15,46279,2,2,1,16.47,1198.0,73.9,5
501,20,105000,3,2,2,23.2,1248.0,73.94,5
502,15,130000,3,2,1,16.52,1991.0,123.7,5
503,21,30000,2,2,1,25.17,799.0,53.3,5
504,17,54000,3,2,1,19.33,1968.0,138.03,5
505,14,65000,3,2,1,20.0,1399.0,68.0,5
506,14,70000,2,2,1,17.5,1298.0,85.8,5
507,19,46000,3,1,1,13.0,2143.0,204.0,5
508,11,113000,2,2,1,18.0,995.0,62.0,5
509,20,67310,2,2,1,18.9,1197.0,82.0,5
510,23,1015,2,1,1,19.0,1199.0,88.7,5
511,15,83035,2,2,2,17.0,1497.0,118.0,5
512,19,36983,3,2,1,12.99,2494.0,100.0,7
513,14,76000,3,2,3,18.3,1991.0,147.9,5
514,23,14148,2,1,1,14.3,1598.0,103.52,5
515,15,71428,3,2,1,21.1,1248.0,73.9,5
516,19,10500,2,2,2,18.5,1197.0,85.8,5
517,14,58997,2,1,1,16.8,1497.0,118.0,5
518,19,39842,2,2,1,23.1,998.0,67.04,5
519,19,47490,1,2,1,32.26,998.0,58.2,4
520,13,45000,2,2,1,15.8,1172.0,65.0,5
521,15,80000,2,2,1,17.4,1497.0,117.3,5
522,16,56600,3,2,1,23.59,1496.0,67.04,5
523,19,55409,3,2,1,20.5,1598.0,103.5,5
524,13,77000,2,1,1,12.6,1586.0,103.3,5
525,16,58000,2,1,2,15.0,1396.0,88.67,5
526,20,59491,2,2,1,22.74,796.0,47.3,5
527,11,51000,3,2,1,10.5,2179.0,120.0,7
528,21,18725,2,2,1,21.4,1197.0,83.1,5
529,13,92000,2,1,1,11.5,2497.0,218.0,5
530,17,61450,3,2,1,21.1,1248.0,73.9,5
531,20,18592,2,2,1,20.3,998.0,68.05,5
532,17,65137,3,2,2,18.2,1248.0,73.74,7
533,15,83000,3,2,2,22.07,1199.0,73.9,5
534,17,37000,3,1,1,22.32,1582.0,126.3,5
535,21,14052,2,1,1,16.0,1497.0,117.3,7
536,15,45086,2,2,1,20.36,1197.0,78.9,5
537,20,25400,2,2,2,20.51,998.0,67.04,5
538,12,194500,3,2,1,12.8,2494.0,102.0,8
539,18,89000,3,2,1,12.8,2494.0,102.0,8
540,16,50000,3,2,1,23.5,1396.0,88.7,5
541,16,76551,2,1,1,15.0,1396.0,98.6,5
542,21,9700,2,2,1,16.2,1199.0,74.0,5
543,17,58000,2,2,1,17.01,1591.0,121.3,5
544,17,46000,2,2,2,18.5,1197.0,82.9,5
545,18,72017,3,2,1,22.7,1582.0,126.24,5
546,19,54407,3,2,1,22.77,1498.0,98.59,5
547,16,147000,3,2,1,12.99,2494.0,100.0,8
548,19,61000,3,1,1,15.73,1968.0,174.33,5
549,20,18856,2,1,1,14.3,1598.0,103.52,5
550,15,76000,3,1,1,11.2,2993.0,241.0,4
551,21,17700,3,2,1,25.32,1198.0,77.0,5
552,18,82267,3,2,1,23.08,1461.0,63.1,5
553,22,27041,2,1,1,18.0,1497.0,117.3,5
554,18,63000,2,2,2,24.07,998.0,67.1,5
555,12,61000,2,2,1,18.9,1061.0,67.0,5
556,22,28466,3,2,1,18.49,1493.0,100.0,7
557,6,80000,2,2,1,12.07,1086.0,63.0,5
558,17,35373,2,2,1,21.1,814.0,55.2,5
559,18,51000,3,2,1,11.57,2179.0,138.1,7
560,17,49000,3,1,1,17.68,1968.0,174.33,5
561,19,41000,3,2,1,22.71,1461.0,84.8,5
562,15,82831,3,2,2,12.8,2494.0,102.0,7
563,14,52000,2,2,1,17.0,1497.0,118.0,5
564,19,39736,3,2,1,25.2,1248.0,74.0,5
565,18,26500,3,2,1,19.01,1461.0,108.45,5
566,14,40000,2,2,1,22.0,1197.0,81.8,5
567,23,5752,3,2,1,16.3,1956.0,170.0,5
568,19,54000,3,2,2,19.64,1461.0,108.5,5
569,18,54841,2,2,1,22.5,998.0,67.04,5
570,18,34000,3,2,1,22.7,1498.0,89.84,5
571,16,16000,2,2,1,19.4,1198.0,86.8,5
572,13,134000,3,2,1,17.8,1399.0,99.6,5
573,21,24000,3,1,1,18.19,1968.0,174.5,5
574,17,60000,3,2,1,14.0,2498.0,112.0,8
575,19,58469,2,2,1,20.3,998.0,68.05,5
576,15,110000,3,2,2,22.07,1199.0,73.9,5
577,22,21127,2,1,1,14.62,1999.0,149.92,5
578,17,56000,2,2,1,12.4,1998.0,132.0,8
579,18,101000,3,2,1,14.02,2179.0,118.3,8
580,22,13664,2,2,1,18.6,1197.0,81.83,5
581,18,65371,3,2,1,19.01,1461.0,108.45,5
582,18,70428,2,2,1,17.0,1591.0,121.3,5
583,16,69010,3,2,1,22.32,1582.0,126.3,5
584,21,68000,2,2,1,24.7,796.0,47.3,5
585,16,45000,3,2,1,21.64,1461.0,84.8,5
586,21,55945,3,2,1,19.3,1248.0,73.9,5
587,17,70000,3,2,1,22.1,1248.0,76.9,5
588,18,12000,2,2,1,18.9,998.0,67.1,5
589,23,10660,2,1,1,14.28,1798.0,138.03,5
590,16,52052,2,2,1,16.78,1496.0,88.73,5
591,16,62940,3,1,2,14.84,2143.0,170.0,5
592,16,102000,2,2,1,17.92,1086.0,62.1,5
593,16,60000,3,2,1,20.54,1598.0,103.6,5
594,17,66000,2,1,1,17.97,1498.0,99.6,5
595,16,41000,2,2,1,18.5,1198.0,86.8,5
596,9,135000,2,1,3,10.1,2354.0,152.0,5
597,16,72000,2,1,1,16.8,1497.0,116.4,5
598,18,55000,3,1,1,11.78,2143.0,167.62,5
599,20,37354,2,2,1,18.88,999.0,123.37,5
600,20,21000,3,1,1,17.9,2143.0,201.15,5
601,19,66508,3,1,1,18.12,1995.0,190.0,5
602,17,88000,3,1,1,11.3,2987.0,254.8,7
603,16,52000,3,2,1,12.55,2982.0,169.0,7
604,21,41372,3,1,1,17.9,2143.0,136.0,5
605,21,50000,3,1,2,21.72,1498.0,108.4,5
606,16,72000,3,2,1,17.8,1248.0,74.0,5
607,17,51637,3,2,1,25.8,1498.0,98.6,5
608,13,48233,2,2,1,14.53,1798.0,138.1,5
609,20,58000,2,2,2,18.9,1197.0,82.0,5
610,19,44550,2,1,1,19.0,1199.0,88.7,5
611,17,60001,3,2,1,22.32,1582.0,126.32,5
612,18,150000,3,1,1,12.55,2982.0,168.5,7
613,19,33000,3,1,1,11.5,2987.0,210.0,5
614,20,27000,3,2,1,18.49,1493.0,100.0,5
615,19,62766,3,2,1,20.14,1498.0,88.8,5
616,14,73575,2,2,1,18.9,998.0,67.1,5
617,19,63000,3,2,1,25.8,1498.0,98.6,5
618,21,27270,3,1,1,11.36,2755.0,171.5,7
619,20,41737,3,1,1,19.27,2143.0,170.0,5
620,22,28358,3,1,1,19.27,2143.0,167.62,5
621,16,75500,3,2,2,21.1,1248.0,73.9,5
622,20,9900,2,2,1,18.7,1199.0,88.7,5
623,18,17000,2,2,1,19.4,1198.0,86.8,5
624,13,150000,3,1,2,18.48,2993.0,265.0,5
625,19,68178,3,2,1,21.38,1396.0,88.7,5
626,13,52008,2,2,1,15.3,1341.0,83.0,5
627,17,76000,3,2,1,25.44,936.0,56.3,5
628,19,48222,3,1,1,17.68,1968.0,174.33,5
629,20,100000,2,2,1,19.1,1197.0,82.0,5
630,14,68000,3,2,1,19.3,1248.0,73.9,5
631,19,76115,3,1,1,13.5,2477.0,175.56,7
632,19,36009,2,2,1,16.1,1248.0,74.0,5
633,17,142000,3,1,1,12.55,2982.0,168.5,7
634,15,70000,3,1,1,13.2,2400.0,215.0,5
635,20,34224,3,2,1,19.67,1582.0,126.2,5
636,16,50000,3,1,2,14.21,2143.0,203.0,5
637,19,30000,3,2,1,24.2,1498.0,98.6,7
638,22,22000,3,2,1,20.37,1461.0,108.45,5
639,21,4000,2,2,1,21.1,814.0,55.2,5
640,18,22230,3,2,1,11.1,2400.0,200.0,7
641,15,46000,2,1,1,16.98,998.0,66.1,5
642,17,88700,3,1,1,14.21,2143.0,203.0,5
643,19,56000,2,2,1,18.9,1197.0,82.0,5
644,18,84004,3,1,1,20.38,1968.0,143.0,5
645,19,16000,3,1,1,14.69,2993.0,258.0,5
646,19,85009,3,2,2,16.0,2179.0,140.0,7
647,18,86000,2,2,1,18.88,999.0,123.37,5
648,19,93442,3,2,1,18.2,1248.0,73.8,7
649,19,65000,3,2,1,15.4,2179.0,120.0,8
650,17,67000,2,2,1,18.5,1197.0,80.0,5
651,18,31513,3,2,1,23.08,1461.0,63.12,5
652,21,75724,3,2,1,26.59,1248.0,74.0,5
653,17,69000,2,2,1,21.1,814.0,55.2,5
654,14,65000,2,2,1,18.06,1198.0,75.0,5
655,21,27000,3,1,1,18.19,1968.0,174.5,5
656,18,56049,2,2,1,18.6,1197.0,85.8,5
657,16,96987,3,2,1,20.5,1598.0,103.5,5
658,14,65000,2,2,3,14.6,1172.0,145.0,5
659,14,69000,2,2,1,20.36,1197.0,78.9,5
660,19,33500,3,2,1,27.3,1498.0,98.6,5
661,16,93000,3,2,1,12.99,2494.0,100.0,8
662,17,64000,3,1,1,14.7,1984.0,181.0,5
663,21,48045,3,2,1,28.09,1248.0,88.5,5
664,13,94000,3,2,1,10.5,2835.0,107.2,6
665,15,60000,2,2,1,19.7,796.0,46.3,5
666,14,115000,2,2,2,16.1,1248.0,74.0,5
667,15,56000,3,1,1,13.2,1995.0,170.0,5
668,16,98472,3,2,1,23.0,1396.0,90.0,5
669,20,37800,3,2,1,19.67,1582.0,126.2,5
670,20,63617,2,2,1,14.0,796.0,35.0,5
671,15,68000,3,2,1,18.1,1493.0,110.0,5
672,21,11282,2,2,1,21.4,1197.0,83.1,5
673,17,75000,3,2,1,25.8,1498.0,98.6,5
674,18,78984,3,1,1,16.09,1995.0,184.0,5
675,20,71000,2,1,1,14.67,1798.0,177.46,5
676,18,43814,2,2,1,18.5,1198.0,86.8,5
677,15,60000,2,2,1,20.36,1197.0,78.9,5
678,11,85000,2,2,2,0.0,1086.0,63.0,5
679,19,65438,3,1,1,17.68,1968.0,174.33,5
680,18,28215,3,2,1,19.87,1461.0,83.8,5
681,23,15053,3,2,1,25.5,1498.0,98.6,5
682,19,38000,3,2,1,24.5,1498.0,98.6,7
683,16,64213,2,2,1,16.47,1198.0,73.9,5
684,21,15000,2,1,1,12.6,1950.0,191.34,5
685,15,82000,3,1,1,13.5,2987.0,282.0,5
686,13,60000,2,2,2,13.2,1495.0,94.0,5
687,16,158000,2,2,1,17.5,1298.0,85.8,5
688,11,73000,2,2,1,20.36,1197.0,78.9,5
689,17,71601,2,2,1,18.5,1198.0,86.8,5
690,19,82328,3,2,1,21.1,1248.0,73.9,5
691,15,38000,2,2,1,18.5,1198.0,86.8,5
692,18,85000,2,2,1,20.4,1197.0,81.8,5
693,16,116000,3,2,1,19.01,1461.0,108.45,5
694,12,65000,2,2,2,17.92,1086.0,62.1,5
695,22,5600,2,2,1,18.15,1198.0,82.0,5
696,16,68000,3,1,1,11.4,2953.0,153.86,7
697,14,29300,2,2,1,15.8,1172.0,65.0,5
698,22,23342,3,1,1,12.83,2179.0,147.5,5
699,21,41078,3,1,1,22.69,1995.0,190.0,5
700,18,38000,3,2,1,20.64,1498.0,108.49,5
701,17,132000,3,2,2,19.4,1405.0,70.0,5
702,19,35000,2,2,1,22.74,796.0,47.3,5
703,16,80000,3,2,1,20.0,1399.0,68.0,5
704,13,39408,3,2,1,17.8,1399.0,99.6,5
705,19,27525,2,2,1,18.7,1199.0,88.7,5
706,22,27000,3,2,1,24.0,1186.0,73.97,5
707,19,82799,3,2,1,21.14,1498.0,103.52,5
708,21,8000,2,2,1,20.89,1197.0,81.8,5
709,18,46000,3,1,2,12.55,2982.0,168.5,7
710,16,98000,3,2,1,22.32,1582.0,126.3,5
711,20,47924,2,2,1,21.1,814.0,55.2,5
712,17,39000,2,1,1,16.5,1499.0,110.0,5
713,21,33601,2,2,1,18.9,1197.0,82.0,5
714,19,85000,3,1,1,17.6,1582.0,126.2,5
715,16,54000,2,2,1,14.53,1798.0,138.1,5
716,21,35000,3,2,1,24.3,1248.0,88.5,5
717,17,80020,3,2,2,22.07,1199.0,74.0,5
718,9,87500,2,2,2,13.8,1399.0,68.0,5
719,19,59500,2,2,1,17.3,1497.0,117.3,7
720,19,76000,3,2,1,24.2,1498.0,98.6,7
721,18,43000,3,1,2,15.15,2967.0,240.0,5
722,19,41850,2,2,1,18.0,1198.0,86.7,5
723,19,52300,3,1,1,20.38,1968.0,143.0,5
724,17,31924,3,2,1,15.1,2179.0,140.0,7
725,18,77914,3,2,1,16.2,1493.0,110.0,5
726,17,70000,3,2,1,22.7,1498.0,89.84,5
727,14,94385,2,2,2,19.7,796.0,46.3,5
728,16,57000,3,2,2,23.08,1461.0,63.12,5
729,20,27039,2,2,1,20.3,998.0,68.05,5
730,19,11000,2,2,1,18.0,1198.0,86.7,5
731,20,57669,3,1,1,21.5,1498.0,108.5,5
732,15,124000,3,2,1,11.5,2982.0,171.0,7
733,21,29500,3,2,1,23.65,1248.0,88.5,5
734,4,75000,2,2,1,16.1,796.0,37.0,4
735,19,54186,2,1,1,23.1,998.0,67.04,5
736,19,36990,2,2,1,19.4,1198.0,86.8,5
737,20,90000,3,2,1,19.3,1248.0,73.9,5
738,22,23000,3,1,1,11.36,2755.0,171.5,8
739,20,23582,2,2,2,19.34,1462.0,103.0,7
740,13,87000,2,2,2,19.0,998.0,66.1,5
741,23,1000,3,2,1,20.5,1248.0,91.72,5
742,19,58634,3,2,1,28.4,1248.0,74.0,5
743,17,41377,3,2,2,22.71,1461.0,84.8,5
744,19,43000,2,2,1,21.1,814.0,55.2,5
745,19,77372,2,2,1,18.0,1198.0,86.7,5
746,10,49000,2,2,2,16.6,1388.0,68.0,5
747,19,48000,2,1,1,18.0,1497.0,117.3,5
748,16,30000,2,2,1,19.4,1198.0,86.8,5
749,16,47000,2,2,1,18.9,998.0,67.1,5
750,20,76681,3,1,1,22.7,1582.0,126.2,5
751,14,106565,2,1,1,10.2,2354.0,180.0,5
752,15,37492,2,1,1,22.5,998.0,67.0,5
753,18,72843,3,2,2,17.3,1998.0,163.7,5
754,17,55653,2,2,1,17.0,1197.0,80.0,5
755,17,35000,2,2,1,25.4,624.0,37.48,4
756,18,44000,2,2,1,15.8,1499.0,110.0,5
757,16,43200,3,2,1,19.1,1405.0,70.0,5
758,9,117000,3,2,1,18.7,1896.0,66.0,5
759,20,63961,3,1,1,13.5,2477.0,175.56,7
760,19,20000,3,1,1,20.7,1496.0,113.98,4
761,20,34000,2,2,1,19.1,1197.0,81.86,5
762,19,35000,2,2,1,18.6,1197.0,81.83,5
763,17,43000,2,2,1,18.5,1197.0,82.85,5
764,12,63193,2,2,1,20.36,1197.0,78.9,5
765,12,110000,3,2,1,12.8,2494.0,102.0,8
766,15,44547,2,2,1,16.51,1586.0,103.2,5
767,15,65000,2,2,1,17.0,1497.0,118.0,5
768,16,79000,2,2,2,18.5,1197.0,85.8,5
769,21,33000,1,2,1,32.26,998.0,58.2,4
770,18,108000,2,1,1,15.0,1396.0,98.6,5
771,22,21302,3,2,1,13.68,2393.0,147.8,8
772,18,82000,3,2,1,25.2,1248.0,74.0,5
773,18,173000,3,2,2,12.99,2494.0,100.6,8
774,17,72000,3,2,1,17.21,1493.0,100.0,7
775,18,50299,3,2,1,15.1,2179.0,140.0,7
776,18,60000,3,1,1,17.68,1968.0,174.33,5
777,15,112999,3,2,1,11.5,2982.0,171.0,7
778,14,183000,3,2,1,12.8,2494.0,102.0,7
779,20,58840,3,1,1,16.36,2179.0,187.7,5
780,18,58000,2,2,1,17.01,1591.0,121.3,5
781,15,78000,3,2,1,21.9,1396.0,90.0,5
782,22,34000,3,2,1,21.0,1968.0,141.0,5
783,16,54982,2,2,1,20.36,1197.0,78.9,5
784,12,65000,2,2,2,19.7,796.0,46.3,5
785,22,16292,2,2,1,25.17,799.0,53.3,5
786,19,11206,2,2,1,18.9,1197.0,82.0,5
787,19,32100,2,1,1,18.9,1197.0,82.0,5
788,22,22296,2,2,2,22.5,998.0,67.04,5
789,19,36113,3,2,1,22.54,1396.0,88.73,5
790,15,87000,3,1,2,13.1,2400.0,215.0,5
791,22,1001,3,2,1,19.87,1461.0,83.8,5
792,19,39822,2,1,1,18.0,1497.0,117.3,5
793,12,81814,2,2,1,16.1,1298.0,88.2,5
794,20,62000,3,2,1,19.67,1582.0,126.2,5
795,21,71000,3,2,2,26.59,1248.0,74.0,5
796,23,10452,2,1,1,19.0,1199.0,88.7,5
797,22,1520,2,2,1,23.84,1199.0,84.0,5
798,17,35315,2,2,2,19.4,1198.0,86.8,5
799,18,91722,3,2,1,25.2,1248.0,74.0,5
800,15,35976,2,2,1,17.0,1197.0,80.0,5
801,20,22000,2,2,1,25.17,799.0,53.3,5
802,15,71000,3,1,1,18.53,1968.0,187.74,5
803,18,25000,2,2,1,18.9,1197.0,82.0,5
804,14,54486,2,2,1,19.7,796.0,46.3,5
805,21,18366,2,1,1,10.8,1997.0,246.74,5
806,14,16000,2,2,1,15.0,1368.0,90.0,5
807,21,31176,2,1,1,21.9,624.0,37.48,4
808,16,88375,3,1,2,17.05,1995.0,184.0,5
809,21,34500,2,1,1,20.51,998.0,67.0,5
810,16,80000,3,2,1,12.55,2982.0,168.5,7
811,17,46000,3,2,1,22.07,1199.0,73.9,5
812,13,70000,2,1,3,13.9,1799.0,130.2,5
813,13,51000,3,1,1,14.49,2993.0,258.0,5
814,21,25000,3,1,1,16.0,2179.0,140.0,7
815,21,25132,2,1,1,14.5,1797.0,147.4,5
816,15,70000,2,2,1,14.53,1798.0,138.1,5
817,19,48913,2,2,1,24.7,796.0,47.3,5
818,18,63000,3,2,1,25.6,1498.0,98.6,5
819,15,90000,2,2,1,19.7,796.0,46.3,5
820,17,55000,2,2,1,19.4,1198.0,86.8,5
821,17,51000,2,2,1,16.47,1198.0,73.9,5
822,16,35844,2,2,2,18.5,1197.0,85.8,5
823,16,14850,2,1,1,10.0,3696.0,328.5,2
824,18,98000,3,1,1,17.68,1968.0,174.33,5
825,19,17000,2,2,1,18.6,1197.0,81.83,5
826,17,42670,3,2,1,22.32,1582.0,126.3,5
827,18,33128,3,1,1,17.54,2993.0,313.0,4
828,22,7300,2,2,2,24.07,998.0,67.1,5
829,20,53416,3,2,1,22.54,1396.0,88.73,5
830,15,47000,2,2,2,17.6,1496.0,88.73,5
831,12,72002,3,2,2,13.6,1991.0,142.0,5
832,20,47000,3,1,1,21.72,1498.0,108.4,5
833,20,47634,3,1,1,17.68,1968.0,174.33,5
834,19,62000,2,2,1,16.47,1198.0,74.0,5
835,17,65000,3,2,2,19.68,1399.0,67.0,5
836,18,92448,3,2,1,17.15,1995.0,147.9,5
837,18,68000,3,2,1,22.7,1498.0,89.84,5
838,15,87000,3,1,1,0.0,2179.0,115.0,5
839,20,108000,3,2,1,25.8,1498.0,98.6,5
840,19,60000,3,1,1,23.3,1984.0,150.0,5
841,15,82000,2,2,1,20.36,1197.0,78.9,5
842,20,26189,2,2,1,18.16,1196.0,86.8,5
843,20,26300,3,2,1,28.09,1248.0,88.5,5
844,20,35000,3,1,1,12.55,2982.0,168.7,7
845,14,67000,3,2,1,18.0,1248.0,75.0,5
846,16,42285,2,2,1,22.0,814.0,55.0,5
847,21,7000,2,2,1,18.15,1198.0,82.0,6
848,20,42000,2,2,1,18.6,1197.0,81.83,5
849,19,56967,2,2,1,17.92,1086.0,62.1,5
850,23,29566,3,1,1,17.9,2143.0,170.0,5
851,19,41836,2,2,1,20.51,998.0,67.04,5
852,22,19764,3,2,1,16.5,1493.0,70.0,7
853,13,134000,3,2,1,18.0,1248.0,75.0,5
854,22,8321,2,2,1,18.6,1197.0,81.86,5
855,19,174000,3,2,1,19.1,1405.0,70.0,5
856,6,119613,3,2,2,13.1,2446.0,75.0,10
857,21,21000,2,2,1,20.85,1197.0,83.14,5
858,19,55600,3,2,1,20.34,1498.0,103.2,5
859,18,61000,3,2,1,19.5,1248.0,75.0,5
860,17,38428,2,2,2,19.4,1198.0,86.8,5
861,13,95000,3,1,2,18.48,2993.0,200.0,5
862,16,18000,2,2,1,17.0,1197.0,80.0,5
863,23,7000,3,1,1,12.62,2198.0,158.0,7
864,20,24779,2,2,1,18.6,1197.0,81.83,5
865,23,17431,2,2,1,21.5,1197.0,81.8,5
866,12,88000,3,2,1,12.05,2179.0,120.0,8
867,19,29347,2,2,1,22.5,998.0,67.04,5
868,19,24000,3,2,1,26.21,1248.0,88.5,5
869,20,60249,3,1,1,18.25,1968.0,187.74,5
870,21,15000,2,2,1,20.73,1373.0,91.1,5
871,22,3013,3,2,1,24.4,1498.0,98.63,5
872,17,60000,3,2,1,23.59,1364.0,73.0,5
873,17,83503,3,2,1,15.1,2179.0,140.0,7
874,15,69000,3,2,2,18.3,1991.0,147.9,5
875,22,54000,2,2,1,21.1,814.0,55.2,5
876,17,49000,3,2,1,23.2,1248.0,73.94,5
877,17,86000,3,2,1,23.59,1364.0,73.0,5
878,14,36000,2,2,2,22.5,998.0,67.04,5
879,22,12899,2,2,1,15.85,1499.0,110.4,5
880,20,56839,3,1,1,19.6,1461.0,108.45,5
881,16,46972,2,2,1,22.0,1197.0,81.8,5
882,19,96012,3,2,1,14.95,2489.0,93.7,7
883,16,59311,2,2,1,18.3,1364.0,67.04,5
884,14,90000,2,1,3,10.1,2354.0,152.0,5
885,20,32835,3,2,1,20.5,1248.0,91.7,5
886,21,60739,3,1,1,17.01,1582.0,126.2,5
887,21,19476,2,1,1,19.0,1368.0,160.0,4
888,21,15000,2,2,1,18.88,999.0,123.24,5
889,15,53000,3,1,1,14.74,2993.0,270.9,5
890,20,20000,2,2,2,18.9,1197.0,82.0,5
891,12,67000,3,1,1,8.7,2987.0,224.34,5
892,13,140000,3,2,2,12.8,2494.0,102.0,7
893,15,25000,2,1,2,11.7,2354.0,177.6,5
894,11,69000,2,2,2,18.9,998.0,67.1,5
895,17,65461,3,2,1,21.9,1396.0,90.0,5
896,18,33000,2,2,1,18.6,1197.0,85.8,5
897,15,52000,2,2,1,17.0,1497.0,118.0,5
898,19,29215,2,2,1,16.47,1198.0,74.0,5
899,14,40000,4,2,2,13.2,1495.0,93.7,5
900,21,290000,3,2,1,12.4,2499.0,134.0,5
901,21,14519,2,2,1,15.4,1497.0,117.3,7
902,16,350000,3,2,1,23.4,1248.0,74.0,5
903,18,39000,3,2,1,24.2,1498.0,98.6,7
904,20,40130,2,2,1,16.02,1373.0,93.7,7
905,19,58000,3,1,1,13.5,2477.0,175.56,7
906,17,43000,3,1,1,15.0,2147.0,107.3,5
907,21,15500,1,2,1,15.1,1196.0,73.0,5
908,15,34948,2,2,1,16.09,1598.0,103.5,5
909,10,98245,2,2,3,11.3,1298.0,83.1,8
910,18,36390,3,2,1,26.0,1498.0,98.6,5
911,14,122000,2,2,1,17.5,1197.0,85.8,5
912,17,79003,3,2,1,20.54,1598.0,103.6,5
913,17,78830,3,1,2,17.0,1896.0,105.0,5
914,15,53000,2,2,1,19.4,1198.0,86.8,5
915,13,53000,2,2,2,19.0,998.0,66.1,5
916,15,82000,3,2,2,21.5,1248.0,88.8,5
917,17,95000,3,2,1,22.54,1582.0,126.2,5
918,21,18090,2,2,1,24.07,998.0,67.1,5
919,8,70332,2,2,3,19.7,796.0,46.3,5
920,22,46000,2,2,1,22.7,799.0,53.64,5
921,19,63402,3,2,1,22.7,1498.0,89.84,5
922,21,13000,3,2,1,26.0,1498.0,98.6,5
923,14,65505,3,1,1,14.94,2143.0,204.0,5
924,10,154000,2,2,3,13.2,2359.0,165.0,5
925,12,85142,2,2,2,18.0,995.0,62.0,5
926,20,45000,2,2,1,16.2,1199.0,74.0,5
927,15,48000,2,2,1,20.36,1197.0,78.9,5
928,16,77800,2,2,1,18.3,1197.0,73.0,5
929,20,39549,2,2,1,24.07,998.0,67.1,5
930,15,100922,2,1,2,10.1,2354.0,152.0,5
931,17,55000,2,1,1,17.01,1591.0,121.4,5
932,15,45000,3,1,2,14.94,2143.0,204.0,5
933,21,145000,2,1,1,18.1,1199.0,88.7,5
934,15,45000,3,2,1,14.0,2498.0,112.0,8
935,16,44000,2,1,1,12.37,2359.0,198.25,5
936,19,48000,3,2,1,21.38,1396.0,88.7,5
937,15,64139,3,2,1,12.8,2494.0,102.0,7
938,23,11574,2,2,1,0.0,1199.0,88.7,5
939,17,14311,1,2,1,30.46,796.0,47.3,5
940,20,20000,2,2,1,18.6,1197.0,81.83,5
941,22,18338,2,1,1,19.0,2996.0,362.07,2
942,23,17964,3,2,1,22.54,1396.0,88.73,5
943,16,55500,3,1,1,11.5,2982.0,169.0,7
944,12,130000,3,2,2,12.05,2179.0,120.0,8
945,20,50000,3,1,1,11.57,2987.0,254.79,5
946,19,49830,2,2,1,16.2,1199.0,74.0,5
947,13,49000,3,1,1,18.48,1995.0,177.0,5
948,17,53967,3,2,1,22.7,1498.0,89.84,5
949,15,54000,2,2,1,15.0,1586.0,104.68,5
950,13,75000,2,1,1,15.0,1396.0,100.0,5
951,20,100000,3,2,1,24.4,1120.0,71.0,5
952,19,142000,3,2,1,19.98,1461.0,108.5,8
953,16,83388,3,2,2,19.01,1461.0,108.45,5
954,16,62000,2,2,1,17.5,1298.0,85.8,5
955,20,61000,3,2,1,26.0,1498.0,98.6,5
956,15,45000,3,1,1,14.94,2967.0,241.4,5
957,17,33000,3,2,1,10.0,1796.0,157.7,5
958,18,113565,3,2,1,12.99,2494.0,100.6,8
959,12,131000,3,2,1,15.0,1896.0,105.0,5
960,19,72253,3,2,1,15.96,2523.0,62.1,7
961,20,46346,2,2,1,20.85,1197.0,83.14,5
962,20,37000,2,2,1,17.0,1497.0,118.0,5
963,23,56371,3,2,1,24.0,1186.0,73.97,5
964,20,98500,3,2,1,25.0,1396.0,69.01,5
965,19,71588,3,2,1,27.39,1248.0,74.0,5
966,18,68000,2,2,1,24.7,796.0,47.3,5
967,7,66800,2,1,2,11.2,2497.0,203.0,5
968,20,90000,3,2,1,19.3,1248.0,73.9,5
969,17,54000,3,2,1,20.45,1461.0,83.8,5
970,15,87248,2,1,2,14.74,1991.0,184.0,5
971,21,9052,2,2,1,23.1,998.0,67.04,5
972,18,67320,2,2,1,17.92,1086.0,62.1,5
973,22,28635,2,2,1,16.2,1199.0,74.0,5
974,20,78904,3,2,1,15.96,2523.0,62.1,7
975,22,16409,3,1,1,14.69,2993.0,258.0,5
976,16,61180,2,2,2,16.8,1497.0,116.3,5
977,18,59577,2,2,2,18.5,1197.0,82.85,5
978,20,24104,3,2,1,12.99,2494.0,100.0,8
979,12,69000,3,1,3,16.73,2495.0,218.0,5
980,19,35000,2,1,1,17.21,1197.0,103.6,5
981,18,75000,3,1,1,13.5,2477.0,175.56,7
982,18,98000,2,2,1,16.02,1373.0,93.7,7
983,18,51843,3,1,3,17.68,1968.0,174.33,5
984,17,80000,3,2,2,23.4,1248.0,74.0,5
985,13,110000,3,2,3,11.5,2982.0,171.0,7
986,19,75383,2,2,1,19.81,1086.0,68.05,5
987,21,31861,3,1,1,18.49,1493.0,100.0,7
988,15,57900,3,2,1,15.8,2148.0,170.0,5
989,18,48000,3,2,1,19.3,1248.0,73.9,5
990,19,33544,2,2,1,18.5,1197.0,82.85,5
991,19,65000,3,2,1,25.2,1248.0,74.0,5
992,21,103189,3,2,1,13.68,2393.0,147.8,8
993,21,35007,2,2,1,16.78,1496.0,88.73,5
994,14,98000,3,2,1,21.43,1364.0,87.2,5
995,21,25678,3,2,1,24.0,1186.0,73.97,5
996,19,65636,3,2,1,21.79,1248.0,88.73,5
997,19,21730,3,1,1,17.68,1968.0,174.33,5
